suburb,region,origin_idx,horizon,actual,prophet
BUFF POINT,rest_nsw,28,1,10.93220338983052,8.040213415310848
BUFF POINT,rest_nsw,28,2,5.423987776928962,4.003822200167269
BUFF POINT,rest_nsw,28,3,20.905797101449288,1.351420527875284
BUFF POINT,rest_nsw,28,4,-6.203176505843578,2.4587067966617697
BUFF POINT,rest_nsw,34,1,-3.125,-1.6228438726121022
BUFF POINT,rest_nsw,34,2,2.508960573476693,0.380999791691238
BUFF POINT,rest_nsw,34,3,-11.478599221789889,-3.7901963990027827
BUFF POINT,rest_nsw,34,4,10.256410256410264,9.77260378548225
BUFF POINT,rest_nsw,40,1,-11.904761904761909,-0.605523223938492
BUFF POINT,rest_nsw,40,2,10.81081081081081,7.480262450917644
BUFF POINT,rest_nsw,40,3,0.6097560975609762,0.1015045771835239
BUFF POINT,rest_nsw,40,4,-15.625,5.401887682354673
CATALINA,rest_nsw,28,1,18.61389961389961,0.6158745791680591
CATALINA,rest_nsw,28,2,10.59210312164318,-1.529618326484624
CATALINA,rest_nsw,28,3,4.856512141280356,-0.9982858962705334
CATALINA,rest_nsw,28,4,3.8596491228070073,-1.7421317870563886
CATALINA,rest_nsw,34,1,-10.859771877695778,5.566986584724681
CATALINA,rest_nsw,34,2,-5.376344086021501,6.328533570518496
CATALINA,rest_nsw,34,3,7.196969696969702,-7.444710974836938
CATALINA,rest_nsw,34,4,-7.067137809187274,3.2067671091355914
CATALINA,rest_nsw,40,1,6.7164179104477695,4.304464722492944
CATALINA,rest_nsw,40,2,-8.321678321678316,-0.3780262880546177
CATALINA,rest_nsw,40,3,10.221205186880232,3.3143293647674934
CATALINA,rest_nsw,40,4,-8.650519031141869,-0.15993235126818917
GILGANDRA,rest_nsw,28,1,16.666666666666675,9.431448767570433
GILGANDRA,rest_nsw,28,2,-7.14285714285714,52.35083335477581
GILGANDRA,rest_nsw,28,3,-33.333333333333336,-16.435346705523006
GILGANDRA,rest_nsw,28,4,37.99999999999999,127.60819539904101
BOLWARRA HEIGHTS,rest_nsw,28,1,-6.432748538011701,8.146290918338568
BOLWARRA HEIGHTS,rest_nsw,28,2,-33.03249097472924,0.44011104155607805
BOLWARRA HEIGHTS,rest_nsw,28,3,-7.547169811320753,15.381725815298019
BOLWARRA HEIGHTS,rest_nsw,28,4,2.6239067055393583,3.756076775095149
BOLWARRA HEIGHTS,rest_nsw,34,1,-2.941176470588236,-8.407581251729773
BOLWARRA HEIGHTS,rest_nsw,34,2,32.42424242424242,13.742787735315828
BOLWARRA HEIGHTS,rest_nsw,34,3,-0.2288329519450793,-14.171948101312388
BOLWARRA HEIGHTS,rest_nsw,34,4,-23.39449541284404,-1.6500660646832315
NEWCASTLE,rest_nsw,28,1,16.788321167883204,19.059075886714574
NEWCASTLE,rest_nsw,28,2,-5.000000000000004,9.166772547517862
NEWCASTLE,rest_nsw,28,3,4.605263157894735,-11.108770629059055
NEWCASTLE,rest_nsw,28,4,0.7295597484276772,8.878035942552167
NEWCASTLE,rest_nsw,34,1,-15.23255813953488,-13.488253805330888
NEWCASTLE,rest_nsw,34,2,58.09327846364882,8.531144327327768
NEWCASTLE,rest_nsw,34,3,-24.07809110629068,-12.268343166740074
NEWCASTLE,rest_nsw,34,4,-14.28571428571429,18.95121536414604
NEWCASTLE,rest_nsw,40,1,-20.18181818181818,-22.99755643939172
NEWCASTLE,rest_nsw,40,2,-20.04555808656037,3.366964061692981
NEWCASTLE,rest_nsw,40,3,-14.472934472934472,-6.553093250119108
NEWCASTLE,rest_nsw,40,4,13.257828114590264,4.553772440278118
NEWCASTLE,rest_nsw,46,1,-6.888888888888889,-9.52341348063129
NEWCASTLE,rest_nsw,46,2,39.61515513126492,14.419596092926945
NEWCASTLE,rest_nsw,46,3,-23.075279386311674,4.575888111630178
NEWCASTLE,rest_nsw,46,4,6.111111111111112,6.904702924917723
POINT FREDERICK,rest_nsw,28,1,25.60386473429952,22.950019905979353
POINT FREDERICK,rest_nsw,28,2,-32.417582417582416,20.61429908708352
POINT FREDERICK,rest_nsw,28,3,8.130081300813007,-22.313950969224578
POINT FREDERICK,rest_nsw,28,4,47.36842105263157,3.236290939680112
POINT FREDERICK,rest_nsw,34,1,-28.270042194092827,-17.64150050789302
POINT FREDERICK,rest_nsw,34,2,2.35294117647058,19.71121016501649
POINT FREDERICK,rest_nsw,34,3,12.643678160919537,9.479853504250634
POINT FREDERICK,rest_nsw,34,4,14.28571428571428,68.59430390930736
POINT FREDERICK,rest_nsw,40,1,-7.369426751592356,20.918389025824002
POINT FREDERICK,rest_nsw,40,2,-13.089005235602093,-8.233847063201402
POINT FREDERICK,rest_nsw,40,3,-45.70020394289599,-19.454314031988964
POINT FREDERICK,rest_nsw,40,4,21.12676056338028,-3.9796015456965215
MOORE CREEK,rest_nsw,28,1,-28.33333333333333,37.48481685262036
MOORE CREEK,rest_nsw,28,2,-12.209302325581394,9.952317717433992
MOORE CREEK,rest_nsw,28,3,-64.37086092715232,13.293871435583249
MOORE CREEK,rest_nsw,28,4,13.94052044609666,20.504622837058072
LITHGOW,rest_nsw,28,1,-5.444126074498568,1.6810478941380143
LITHGOW,rest_nsw,28,2,8.787878787878789,-2.846378049874346
LITHGOW,rest_nsw,28,3,14.902506963788298,4.759514818557765
LITHGOW,rest_nsw,28,4,-3.030303030303028,2.4310491893474393
LITHGOW,rest_nsw,34,1,-2.0408163265306145,4.652667803895988
LITHGOW,rest_nsw,34,2,0.0,3.036693664325588
LITHGOW,rest_nsw,34,3,4.166666666666674,4.089019900499646
LITHGOW,rest_nsw,34,4,-6.999999999999995,-1.2778020796062872
LITHGOW,rest_nsw,40,1,0.1653214042594664,3.3994883886708025
LITHGOW,rest_nsw,40,2,-2.9126213592233,3.9475446777439007
LITHGOW,rest_nsw,40,3,-2.4499999999999966,12.637445282406391
LITHGOW,rest_nsw,40,4,7.637109174782153,4.357874137972648
LITHGOW,rest_nsw,46,1,-7.162790697674415,4.914966565930769
LITHGOW,rest_nsw,46,2,10.721442885771548,3.5508000569675198
LITHGOW,rest_nsw,46,3,-8.597285067873306,2.8769177183193237
LITHGOW,rest_nsw,46,4,9.90099009900991,-2.0978751403894877
CHISHOLM,rest_nsw,28,1,2.2471910112359605,6.933268581332394
CHISHOLM,rest_nsw,28,2,-2.197802197802201,1.833039494014813
CHISHOLM,rest_nsw,28,3,-2.2471910112359605,1.4251235626033425
CHISHOLM,rest_nsw,28,4,-0.4885057471264331,5.646530036259398
CHISHOLM,rest_nsw,34,1,-2.77424083769634,3.21292503640297
CHISHOLM,rest_nsw,34,2,-1.3468949042870992,7.7791911915148235
CHISHOLM,rest_nsw,34,3,-1.7467248908296984,5.4576559687475115
CHISHOLM,rest_nsw,34,4,2.36844444444444,4.972885505347663
BALLINA,rest_nsw,28,1,14.035087719298245,17.037300354859724
BALLINA,rest_nsw,28,2,16.538461538461547,5.38977082880314
BALLINA,rest_nsw,28,3,-0.330033003300334,4.111151159943884
BALLINA,rest_nsw,28,4,9.933774834437092,-0.06701677435801034
BALLINA,rest_nsw,34,1,-16.956521739130437,3.57997876225787
BALLINA,rest_nsw,34,2,15.18324607329844,6.713157197092336
BALLINA,rest_nsw,34,3,-18.75,2.574768707706687
BALLINA,rest_nsw,34,4,0.6293706293706292,3.193249620210513
BALLINA,rest_nsw,40,1,4.107648725212454,-11.234539423914248
BALLINA,rest_nsw,40,2,11.564625850340128,8.232622143046578
BALLINA,rest_nsw,40,3,-6.0975609756097615,0.8349310638377909
BALLINA,rest_nsw,40,4,-2.5974025974025983,-2.1436656817007362
BALLINA,rest_nsw,46,1,-4.477611940298509,-0.5871339578002981
BALLINA,rest_nsw,46,2,0.6250000000000089,0.05318945383650564
BALLINA,rest_nsw,46,3,1.8633540372670727,4.643347289678446
BALLINA,rest_nsw,46,4,4.878048780487809,2.6510986422324083
WOONGARRAH,rest_nsw,28,1,10.633371919960322,-6.786274004341369
WOONGARRAH,rest_nsw,28,2,10.612855007473843,1.527570793802457
WOONGARRAH,rest_nsw,28,3,5.405405405405395,-4.061442657367169
WOONGARRAH,rest_nsw,28,4,7.692307692307687,-0.8361076500508133
WOONGARRAH,rest_nsw,34,1,-7.997987927565397,2.8948460491300647
WOONGARRAH,rest_nsw,34,2,2.6790595954073293,6.419237944431207
WOONGARRAH,rest_nsw,34,3,-7.348242811501593,2.7338237052677385
WOONGARRAH,rest_nsw,34,4,1.436781609195403,5.085202997574592
WOONGARRAH,rest_nsw,40,1,5.621301775147924,-2.9948699362338465
WOONGARRAH,rest_nsw,40,2,-4.761904761904767,6.230607182082348
WOONGARRAH,rest_nsw,40,3,5.882352941176472,-2.613648920098417
WOONGARRAH,rest_nsw,40,4,-0.7506666666666661,1.3599368124895896
WOONGARRAH,rest_nsw,46,1,3.125,-0.1378577046713214
WOONGARRAH,rest_nsw,46,2,1.7676767676767735,1.6834626781633668
WOONGARRAH,rest_nsw,46,3,19.10669975186104,1.875335780482841
WOONGARRAH,rest_nsw,46,4,-14.79166666666667,2.912949347761436
TURA BEACH,rest_nsw,28,1,-0.1692047377326533,0.06924389215434434
TURA BEACH,rest_nsw,28,2,7.203389830508478,2.62590171994035
TURA BEACH,rest_nsw,28,3,-4.347826086956519,0.6047428920268088
TURA BEACH,rest_nsw,28,4,28.099173553719005,2.1671810913945215
TURA BEACH,rest_nsw,34,1,-0.8333333333333304,7.5568665249584015
TURA BEACH,rest_nsw,34,2,1.9607843137254832,8.036844824918514
TURA BEACH,rest_nsw,34,3,-25.87912087912088,5.706623868189391
TURA BEACH,rest_nsw,34,4,28.83617494440327,-5.8523457057976485
TURA BEACH,rest_nsw,40,1,2.5324274243360145,-1.8557184067677621
TURA BEACH,rest_nsw,40,2,0.0,8.24510173288368
TURA BEACH,rest_nsw,40,3,-6.62650602409639,-2.7485764056836386
TURA BEACH,rest_nsw,40,4,4.516129032258065,9.011535405850548
TURA BEACH,rest_nsw,46,1,-13.645943097997892,-0.4298759326246535
TURA BEACH,rest_nsw,46,2,3.111653447223928,5.954117642911514
TURA BEACH,rest_nsw,46,3,6.5088757396449815,1.5384534769105134
TURA BEACH,rest_nsw,46,4,-0.5555555555555536,3.224172102021991
ABERDARE,rest_nsw,28,1,13.4453781512605,3.5947403828572915
ABERDARE,rest_nsw,28,2,0.1895734597156417,16.272633609615227
ABERDARE,rest_nsw,28,3,13.718070009460748,-3.597328404058663
ABERDARE,rest_nsw,28,4,-13.560732113144756,23.08828423455379
ABERDARE,rest_nsw,34,1,3.6363636363636376,2.837463708289544
ABERDARE,rest_nsw,34,2,10.775862068965523,16.469697197855446
ABERDARE,rest_nsw,34,3,2.7237354085603016,-0.7110487871765958
ABERDARE,rest_nsw,34,4,8.333333333333325,16.840674413563274
WYONG,rest_nsw,28,1,-15.555555555555555,1.5616945009852685
WYONG,rest_nsw,28,2,17.105263157894733,16.756954198469682
WYONG,rest_nsw,28,3,-2.621722846441943,2.8059134891811954
WYONG,rest_nsw,28,4,2.684615384615374,13.642929662522976
WYONG,rest_nsw,34,1,-4.898648648648651,2.0470127531121385
WYONG,rest_nsw,34,2,-13.53463587921847,14.906354149838606
WYONG,rest_nsw,34,3,8.13475760065736,-7.977013294948144
WYONG,rest_nsw,34,4,-4.255319148936165,12.645979778277038
WYONG,rest_nsw,40,1,24.812030075187973,-10.898025407398825
WYONG,rest_nsw,40,2,-15.06024096385542,13.899498857965241
WYONG,rest_nsw,40,3,-19.50354609929078,-4.307775897997315
WYONG,rest_nsw,40,4,48.01762114537445,4.854443462694565
WYONG,rest_nsw,46,1,-9.302325581395356,-2.4525701897296486
WYONG,rest_nsw,46,2,-3.205128205128205,13.390980035718147
WYONG,rest_nsw,46,3,4.70860927152319,-3.496613219430298
WYONG,rest_nsw,46,4,18.27208905192588,9.726878617922162
ELEEBANA,rest_nsw,28,1,1.9585253456221308,2.334916399616379
ELEEBANA,rest_nsw,28,2,7.344632768361592,4.125579004959928
ELEEBANA,rest_nsw,28,3,13.684210526315788,-1.7981038427751057
ELEEBANA,rest_nsw,28,4,25.27777777777778,6.98698465177259
ELEEBANA,rest_nsw,34,1,0.7692307692307665,2.702804670841153
ELEEBANA,rest_nsw,34,2,-16.755725190839698,11.525584145275994
ELEEBANA,rest_nsw,34,3,-2.3383768913342484,-2.1197333771721576
ELEEBANA,rest_nsw,34,4,12.20657276995305,3.417162723961627
ELEEBANA,rest_nsw,40,1,-12.741312741312738,-5.1427205841216255
ELEEBANA,rest_nsw,40,2,17.256637168141587,9.253264856128457
ELEEBANA,rest_nsw,40,3,-7.924528301886791,2.5417367395698323
ELEEBANA,rest_nsw,40,4,-7.479508196721307,10.230127718940114
ELEEBANA,rest_nsw,46,1,-6.122448979591832,-1.1524647787715396
ELEEBANA,rest_nsw,46,2,26.086956521739136,4.910833026166454
ELEEBANA,rest_nsw,46,3,-8.62068965517241,-2.98603398651981
ELEEBANA,rest_nsw,46,4,-4.3396226415094326,4.631320530770436
TANILBA BAY,rest_nsw,28,1,2.4390243902439046,7.89578289129205
TANILBA BAY,rest_nsw,28,2,7.14285714285714,-5.84856585243373
TANILBA BAY,rest_nsw,28,3,19.1111111111111,-0.5602110602004684
TANILBA BAY,rest_nsw,28,4,-6.156716417910446,6.01041450633757
TANILBA BAY,rest_nsw,34,1,8.532934131736525,7.1930094430893625
TANILBA BAY,rest_nsw,34,2,3.053435114503822,4.906065507955486
TANILBA BAY,rest_nsw,34,3,-1.4814814814814836,-6.956868926549362
TANILBA BAY,rest_nsw,34,4,10.15037593984962,5.202543758772965
TANILBA BAY,rest_nsw,40,1,0.2542680711950629,-6.853248168818948
TANILBA BAY,rest_nsw,40,2,17.391304347826097,-0.8767358683735456
TANILBA BAY,rest_nsw,40,3,-13.580246913580252,4.9888693516904565
TANILBA BAY,rest_nsw,40,4,9.071428571428577,3.352136350683044
WEST WALLSEND,rest_nsw,28,1,-1.1443102352193255,-7.677665245392314
WEST WALLSEND,rest_nsw,28,2,8.681672025723476,12.526714888273135
WEST WALLSEND,rest_nsw,28,3,-13.636363636363637,-14.855600815689831
WEST WALLSEND,rest_nsw,28,4,12.10526315789473,8.61358759182519
EAST ALBURY,rest_nsw,28,1,7.954545454545459,17.8432106487057
EAST ALBURY,rest_nsw,28,2,-4.894736842105263,5.597869326840202
EAST ALBURY,rest_nsw,28,3,32.81682346430548,-6.407673136036507
EAST ALBURY,rest_nsw,28,4,-11.66666666666667,5.84145158771719
EAST ALBURY,rest_nsw,34,1,4.958677685950419,3.3576375473234616
EAST ALBURY,rest_nsw,34,2,2.1259842519685046,-2.759816092359638
EAST ALBURY,rest_nsw,34,3,-3.006939090208172,7.44233622359164
EAST ALBURY,rest_nsw,34,4,12.91732909379968,6.9177711096466465
EAST ALBURY,rest_nsw,40,1,28.798185941043087,0.47673682271850737
EAST ALBURY,rest_nsw,40,2,-3.9436619718309807,0.28967397660609495
EAST ALBURY,rest_nsw,40,3,-12.609970674486805,-4.312985953368281
EAST ALBURY,rest_nsw,40,4,11.577181208053688,7.8893915681443465
EAST ALBURY,rest_nsw,46,1,-14.393939393939393,-3.855914553440257
EAST ALBURY,rest_nsw,46,2,28.31858407079646,2.600151018294674
EAST ALBURY,rest_nsw,46,3,12.413793103448278,7.792005378179279
EAST ALBURY,rest_nsw,46,4,-5.122699386503071,3.971002034933768
WYOMING,rest_nsw,28,1,6.001558846453614,1.3029018960163883
WYOMING,rest_nsw,28,2,11.1764705882353,2.5170142564795133
WYOMING,rest_nsw,28,3,5.820105820105814,-3.191028013421706
WYOMING,rest_nsw,28,4,11.9375,4.7214718991847215
WYOMING,rest_nsw,34,1,-6.111111111111112,1.3607508923249434
WYOMING,rest_nsw,34,2,-6.508875739644971,5.274358544096595
WYOMING,rest_nsw,34,3,0.0,0.08848805031632034
WYOMING,rest_nsw,34,4,-6.9620253164557,3.8999221484667816
WYOMING,rest_nsw,40,1,7.592592592592595,-3.1645830542926907
WYOMING,rest_nsw,40,2,-0.1721170395869165,5.405161683275961
WYOMING,rest_nsw,40,3,2.873563218390806,-3.724661361105759
WYOMING,rest_nsw,40,4,-1.1173184357541888,6.84796809172995
WYOMING,rest_nsw,46,1,-2.386117136659438,-1.34600792617326
WYOMING,rest_nsw,46,2,5.666666666666664,3.978334476415359
WYOMING,rest_nsw,46,3,-0.6309148264984188,0.21519612523027354
WYOMING,rest_nsw,46,4,1.3227513227513257,1.6451072894302925
LAKE CATHIE,rest_nsw,28,1,-5.263157894736848,-0.021283902281425404
LAKE CATHIE,rest_nsw,28,2,28.7037037037037,-3.1095488126757793
LAKE CATHIE,rest_nsw,28,3,18.70503597122301,6.2376410713025585
LAKE CATHIE,rest_nsw,28,4,1.818181818181808,-0.8124851976338735
LAKE CATHIE,rest_nsw,34,1,25.78796561604584,-2.3324832672103644
LAKE CATHIE,rest_nsw,34,2,93.62186788154898,-7.086205631825531
LAKE CATHIE,rest_nsw,34,3,-9.999999999999998,-5.444843103351392
LAKE CATHIE,rest_nsw,34,4,-0.6535947712418277,-7.6765328885937345
LAKE CATHIE,rest_nsw,40,1,12.804878048780475,0.9547001512444151
LAKE CATHIE,rest_nsw,40,2,-17.83783783783783,0.760371138094107
LAKE CATHIE,rest_nsw,40,3,12.171052631578938,18.381711973391884
LAKE CATHIE,rest_nsw,40,4,14.956011730205288,9.520712147373327
NORTH LAMBTON,rest_nsw,28,1,2.898550724637672,-1.4880902987781601
NORTH LAMBTON,rest_nsw,28,2,-3.169014084507038,3.9482745319981487
NORTH LAMBTON,rest_nsw,28,3,6.909090909090909,2.451762421509529
NORTH LAMBTON,rest_nsw,28,4,6.632653061224492,6.108745357618156
NORTH LAMBTON,rest_nsw,34,1,-6.25,2.623683241791637
NORTH LAMBTON,rest_nsw,34,2,-0.666666666666671,8.899544596096554
NORTH LAMBTON,rest_nsw,34,3,1.6778523489932915,0.7208933031420379
NORTH LAMBTON,rest_nsw,34,4,5.08250825082508,6.220045098426816
NORTH LAMBTON,rest_nsw,40,1,14.28571428571428,1.5548643031619513
NORTH LAMBTON,rest_nsw,40,2,5.198019801980203,1.9581872845070367
NORTH LAMBTON,rest_nsw,40,3,3.529411764705892,2.0399742368218705
NORTH LAMBTON,rest_nsw,40,4,-0.8522727272727293,-5.024250183286242
BULLI,rest_nsw,28,1,-4.119850187265916,-12.63725179638371
BULLI,rest_nsw,28,2,16.40625,-12.530524821316908
BULLI,rest_nsw,28,3,-16.610738255033553,24.557532525009698
BULLI,rest_nsw,28,4,86.11670020120725,9.374811451457273
BULLI,rest_nsw,34,1,-21.21212121212121,21.43219179152736
BULLI,rest_nsw,34,2,3.846153846153855,17.078261285003258
BULLI,rest_nsw,34,3,-15.71851851851852,9.569546928265233
BULLI,rest_nsw,34,4,31.83336262963614,1.4285782582548583
BULLI,rest_nsw,40,1,10.677966101694912,10.044180559040731
BULLI,rest_nsw,40,2,-26.40122511485452,-14.468832833366836
BULLI,rest_nsw,40,3,-1.1652101539741944,19.12477973270037
BULLI,rest_nsw,40,4,26.315789473684205,28.068325970891863
BULLI,rest_nsw,46,1,10.921501706484648,11.10792536439418
BULLI,rest_nsw,46,2,12.00000000000001,19.70909975636907
BULLI,rest_nsw,46,3,-9.065934065934067,-6.416343920218113
BULLI,rest_nsw,46,4,-4.53172205438066,-0.130287364365838
THE ENTRANCE,rest_nsw,28,1,0.0,5.944401858793068
THE ENTRANCE,rest_nsw,28,2,20.500000000000007,5.5588446735827635
THE ENTRANCE,rest_nsw,28,3,14.522821576763478,-6.806632331514972
THE ENTRANCE,rest_nsw,28,4,-15.57971014492754,2.9223321454507465
THE ENTRANCE,rest_nsw,34,1,-13.475177304964536,0.8180708785586797
THE ENTRANCE,rest_nsw,34,2,14.754098360655732,2.5759554512828657
THE ENTRANCE,rest_nsw,34,3,-2.1428571428571463,4.054150183218401
THE ENTRANCE,rest_nsw,34,4,0.0,0.6349918238857624
THE ENTRANCE,rest_nsw,40,1,7.496062992125974,-0.9784736261601179
THE ENTRANCE,rest_nsw,40,2,-4.775857017286844,11.646901296277429
THE ENTRANCE,rest_nsw,40,3,15.384615384615374,-7.020077424258082
THE ENTRANCE,rest_nsw,40,4,-8.666666666666668,2.005372644559775
THE ENTRANCE,rest_nsw,46,1,-5.178571428571432,-1.461481656911637
THE ENTRANCE,rest_nsw,46,2,-2.824858757062143,-0.9263187201435985
THE ENTRANCE,rest_nsw,46,3,25.65891472868218,3.9920677572090932
THE ENTRANCE,rest_nsw,46,4,14.127082048118456,1.3711089876650484
ERINA,rest_nsw,28,1,8.402122641509436,12.647486640530829
ERINA,rest_nsw,28,2,37.06826217024748,4.1500890652420726
ERINA,rest_nsw,28,3,11.111111111111116,-3.591301315127737
ERINA,rest_nsw,28,4,-35.0,-6.399448345528897
ERINA,rest_nsw,34,1,-23.678160919540225,-1.7685179912032658
ERINA,rest_nsw,34,2,50.90361445783132,-8.267508621779271
ERINA,rest_nsw,34,3,-30.738522954091817,17.020311446515795
ERINA,rest_nsw,34,4,48.87608069164264,2.768235420578252
ERINA,rest_nsw,40,1,10.301768990634752,9.695982171387994
ERINA,rest_nsw,40,2,12.715517241379317,5.486986943446943
ERINA,rest_nsw,40,3,6.309751434034427,-3.405966065086039
ERINA,rest_nsw,40,4,-13.669064748201444,21.428976586410613
EGLINTON,rest_nsw,28,1,-5.762711864406778,3.729589335754552
EGLINTON,rest_nsw,28,2,3.597122302158273,-2.5950045064154237
EGLINTON,rest_nsw,28,3,-20.833333333333336,4.398217585074468
EGLINTON,rest_nsw,28,4,14.912280701754389,0.6505128637004924
EGLINTON,rest_nsw,34,1,7.194244604316546,-1.6304956702604674
EGLINTON,rest_nsw,34,2,-2.684563758389258,-0.0060720267347242896
EGLINTON,rest_nsw,34,3,-1.379310344827589,-3.1611296848474932
EGLINTON,rest_nsw,34,4,2.797202797202792,-2.8715746907624737
YASS,rest_nsw,28,1,-5.112107623318385,22.46742035750669
YASS,rest_nsw,28,2,15.689981096408312,3.738150386653607
YASS,rest_nsw,28,3,-13.398692810457511,3.0936222463409555
YASS,rest_nsw,28,4,22.64150943396226,0.8916005804722289
YASS,rest_nsw,34,1,-3.4482758620689613,-0.576973069772865
YASS,rest_nsw,34,2,8.214285714285708,4.564712828058797
YASS,rest_nsw,34,3,14.191419141914196,5.465708394102303
YASS,rest_nsw,34,4,-16.53179190751445,-3.237401600709543
YASS,rest_nsw,40,1,5.405405405405395,1.918622909242928
YASS,rest_nsw,40,2,-4.166666666666663,8.046692271934965
YASS,rest_nsw,40,3,-1.6722408026755842,0.5729313909732954
YASS,rest_nsw,40,4,-9.863945578231291,1.4815005943269082
YASS,rest_nsw,46,1,2.941176470588225,-3.2772063702189254
YASS,rest_nsw,46,2,8.571428571428562,-0.065334736447479
YASS,rest_nsw,46,3,-2.631578947368418,7.372434810246997
YASS,rest_nsw,46,4,8.794662162162158,-5.1935657969694295
HAWKS NEST,rest_nsw,28,1,-5.98425196850394,6.536711070421317
HAWKS NEST,rest_nsw,28,2,24.790619765494128,8.211450324839014
HAWKS NEST,rest_nsw,28,3,6.711409395973145,11.051154087462173
HAWKS NEST,rest_nsw,28,4,-3.773584905660377,1.2932844440718227
HAWKS NEST,rest_nsw,34,1,5.044510385756684,5.881656635368224
HAWKS NEST,rest_nsw,34,2,-5.649717514124298,-0.8488929773128255
HAWKS NEST,rest_nsw,34,3,-0.5988023952095856,5.730988195069347
HAWKS NEST,rest_nsw,34,4,-30.000000000000004,8.562813619882014
HAWKS NEST,rest_nsw,40,1,-5.102040816326525,-10.066017280509563
HAWKS NEST,rest_nsw,40,2,64.87455197132617,-3.5137709721558785
HAWKS NEST,rest_nsw,40,3,-18.60869565217392,1.2331819972906217
HAWKS NEST,rest_nsw,40,4,7.9059829059829,-0.9594218098677212
GOONELLABAH,rest_nsw,28,1,4.651162790697683,4.935813981711396
GOONELLABAH,rest_nsw,28,2,24.0,-2.666799049600161
GOONELLABAH,rest_nsw,28,3,2.1505376344086,6.199791936424854
GOONELLABAH,rest_nsw,28,4,-0.4385964912280715,-0.9889666662211964
GOONELLABAH,rest_nsw,34,1,-3.546099290780147,7.596890733542584
GOONELLABAH,rest_nsw,34,2,-11.029411764705888,0.6969740565661895
GOONELLABAH,rest_nsw,34,3,8.264462809917351,11.382523182092003
GOONELLABAH,rest_nsw,34,4,-3.8167938931297662,1.9166968197226781
GOONELLABAH,rest_nsw,40,1,-13.84615384615384,9.216792203200436
GOONELLABAH,rest_nsw,40,2,11.83035714285714,5.621792080844757
GOONELLABAH,rest_nsw,40,3,6.986027944111783,9.52604126074974
GOONELLABAH,rest_nsw,40,4,-10.074626865671643,1.8545135232177186
GOONELLABAH,rest_nsw,46,1,12.00000000000001,4.609728184365309
GOONELLABAH,rest_nsw,46,2,5.35714285714286,-2.8515466800629055
GOONELLABAH,rest_nsw,46,3,-3.728813559322031,7.778984725829702
GOONELLABAH,rest_nsw,46,4,2.1126760563380254,-1.2777569822883945
THE ENTRANCE NORTH,rest_nsw,28,1,-27.48091603053436,20.67674392988337
THE ENTRANCE NORTH,rest_nsw,28,2,9.589041095890405,-6.952821627428577
THE ENTRANCE NORTH,rest_nsw,28,3,77.49999999999999,4.124611839514475
THE ENTRANCE NORTH,rest_nsw,28,4,-23.004694835680752,7.169986378443541
THE ENTRANCE NORTH,rest_nsw,34,1,42.51968503937007,-4.3294902028931626
THE ENTRANCE NORTH,rest_nsw,34,2,15.745856353591158,9.499651447829585
THE ENTRANCE NORTH,rest_nsw,34,3,-8.910891089108908,6.966914443835737
THE ENTRANCE NORTH,rest_nsw,34,4,-6.25,8.756814255857314
BUDGEWOI,rest_nsw,28,1,8.43373493975903,0.379885806666002
BUDGEWOI,rest_nsw,28,2,-3.9285714285714257,1.7987869649529113
BUDGEWOI,rest_nsw,28,3,18.13300289136721,11.607612950312534
BUDGEWOI,rest_nsw,28,4,6.9930069930070005,-4.236149201229919
BUDGEWOI,rest_nsw,34,1,-2.777777777777779,10.035381343716507
BUDGEWOI,rest_nsw,34,2,0.0,0.5954503562412232
BUDGEWOI,rest_nsw,34,3,-0.7142857142857117,0.9391675661785656
BUDGEWOI,rest_nsw,34,4,-5.035971223021585,1.0287756955802352
BUDGEWOI,rest_nsw,40,1,12.282734375000004,-0.3841627769821616
BUDGEWOI,rest_nsw,40,2,0.9588656982686627,0.4955797286204664
BUDGEWOI,rest_nsw,40,3,1.9986216402481105,12.873308174116673
BUDGEWOI,rest_nsw,40,4,6.756756756756754,-5.0334544404049195
CHARMHAVEN,rest_nsw,28,1,5.747973470891665,3.520593375470739
CHARMHAVEN,rest_nsw,28,2,4.529616724738683,-6.866914562101184
CHARMHAVEN,rest_nsw,28,3,0.0,-2.7397991060647167
CHARMHAVEN,rest_nsw,28,4,-0.1333333333333297,4.2841963159556995
BELLBIRD,rest_nsw,28,1,-52.44294117647059,41.1902726132645
BELLBIRD,rest_nsw,28,2,59.25142553217806,19.21104088295991
BELLBIRD,rest_nsw,28,3,-13.506019417475724,47.13623556390796
BELLBIRD,rest_nsw,28,4,-9.541042196100967,-25.28600066614305
COOMA,rest_nsw,28,1,5.377808032675291,13.943649837517153
COOMA,rest_nsw,28,2,0.1291989664082615,-12.72977676229123
COOMA,rest_nsw,28,3,8.967741935483865,15.396023046775472
COOMA,rest_nsw,28,4,5.032563647128474,1.0451432597632526
COOMA,rest_nsw,34,1,-4.845814977973573,8.10771038363497
COOMA,rest_nsw,34,2,2.546296296296302,5.488837269793076
COOMA,rest_nsw,34,3,-7.900677200902939,8.419238449943565
COOMA,rest_nsw,34,4,8.823529411764696,4.437893680566418
COOMA,rest_nsw,40,1,13.297872340425542,-1.7232673679197283
COOMA,rest_nsw,40,2,-3.2863849765258246,-18.79843535638156
COOMA,rest_nsw,40,3,12.621359223300963,21.05757724177602
