suburb,region,origin_idx,horizon,actual,prophet
SEVEN HILLS,sydney,34,3,57.49999999999999,0.049074305628330706
SEVEN HILLS,sydney,34,4,1.269841269841265,6.076637237946194
SEVEN HILLS,sydney,40,1,-1.867413632119519,9.541519863548345
SEVEN HILLS,sydney,40,2,-0.0951474785918171,-2.876747411417023
SEVEN HILLS,sydney,40,3,9.523809523809534,8.888936113470766
SEVEN HILLS,sydney,40,4,4.347826086956519,3.1453182088287654
SEVEN HILLS,sydney,46,1,1.565217391304352,6.77094282572111
SEVEN HILLS,sydney,46,2,10.87328767123288,1.3655927776193209
SEVEN HILLS,sydney,46,3,1.158301158301156,4.7493224418179345
SEVEN HILLS,sydney,46,4,-0.3816793893129722,2.76409182109076
WETHERILL PARK,sydney,28,1,8.122941822173434,-2.726766390288292
WETHERILL PARK,sydney,28,2,0.50761421319796,-5.825050547594015
WETHERILL PARK,sydney,28,3,0.5050505050504972,2.9689096804668385
WETHERILL PARK,sydney,28,4,15.628140703517593,-9.750538416132848
WETHERILL PARK,sydney,34,1,13.432835820895516,4.442145340291152
WETHERILL PARK,sydney,34,2,-1.7543859649122862,-0.49871330530472413
WETHERILL PARK,sydney,34,3,-19.64285714285714,-0.7219113978072933
WETHERILL PARK,sydney,34,4,54.22222222222221,-13.169158910246146
WETHERILL PARK,sydney,40,1,10.964912280701755,1.6166117254531027
WETHERILL PARK,sydney,40,2,-6.324110671936756,2.134518639438401
WETHERILL PARK,sydney,40,3,13.502109704641342,-6.7501609883642555
WETHERILL PARK,sydney,40,4,-7.80669144981413,0.37154783320738627
BRIGHTON-LE-SANDS,sydney,28,1,-1.725282017252816,-19.62331441868501
BRIGHTON-LE-SANDS,sydney,28,2,2.2957461174881733,5.33274670747195
BRIGHTON-LE-SANDS,sydney,28,3,10.561056105610556,-0.18721470895328496
BRIGHTON-LE-SANDS,sydney,28,4,-9.074626865671643,-0.23736445834055608
BRIGHTON-LE-SANDS,sydney,34,1,16.08961303462322,0.06344002931514314
BRIGHTON-LE-SANDS,sydney,34,2,-11.695906432748536,-3.976759396843475
BRIGHTON-LE-SANDS,sydney,34,3,11.52317880794702,7.456374485117698
BRIGHTON-LE-SANDS,sydney,34,4,-8.699524940617575,8.71488491540612
BRIGHTON-LE-SANDS,sydney,40,1,19.28306551297898,14.25504415950282
BRIGHTON-LE-SANDS,sydney,40,2,-8.290155440414503,2.343542586968933
BRIGHTON-LE-SANDS,sydney,40,3,24.29378531073447,7.668084157958168
BRIGHTON-LE-SANDS,sydney,40,4,-23.72727272727273,3.9305308995144577
BRIGHTON-LE-SANDS,sydney,46,1,17.791411042944794,7.796048659042992
BRIGHTON-LE-SANDS,sydney,46,2,-1.5625,-3.6637407394231927
BRIGHTON-LE-SANDS,sydney,46,3,62.16931216931216,4.036396502396193
BRIGHTON-LE-SANDS,sydney,46,4,-32.46329526916802,3.328507605466056
ST CLAIR,sydney,28,1,5.880281690140854,-1.1654653689981969
ST CLAIR,sydney,28,2,9.07881609577652,0.5167857477672675
ST CLAIR,sydney,28,3,0.0,-1.9623418952456244
ST CLAIR,sydney,28,4,8.231707317073166,0.7696026144132757
ST CLAIR,sydney,34,1,-3.226652675760755,0.7788226452501589
ST CLAIR,sydney,34,2,-7.834101382488479,3.982806275924827
ST CLAIR,sydney,34,3,-0.588235294117645,0.3619828758810961
ST CLAIR,sydney,34,4,5.3254437869822535,1.739564340999757
ST CLAIR,sydney,40,1,0.5224660397074254,-2.240312673423003
ST CLAIR,sydney,40,2,3.118503118503124,3.494181453013476
ST CLAIR,sydney,40,3,0.8064516129032251,-1.5082911272986264
ST CLAIR,sydney,40,4,8.499999999999996,2.4936778355808356
ST CLAIR,sydney,46,1,-1.172566371681416,0.10491719754811735
ST CLAIR,sydney,46,2,9.69330646966644,3.3890281935754554
ST CLAIR,sydney,46,3,5.306122448979589,1.7110296943162644
ST CLAIR,sydney,46,4,-4.263565891472865,2.8520054769930328
SILVERDALE,sydney,28,1,-42.72363150867824,6.745873045925462
SILVERDALE,sydney,28,2,61.07226107226107,-13.595848801434236
SILVERDALE,sydney,28,3,21.49059334298117,21.209777118601153
SILVERDALE,sydney,28,4,21.739130434782616,0.29738530529270335
SILVERDALE,sydney,34,1,-9.017857142857144,12.603047861909056
SILVERDALE,sydney,34,2,10.794896957801758,5.569206040320715
SILVERDALE,sydney,34,3,18.60053144375553,17.617754261399728
SILVERDALE,sydney,34,4,-14.936519790888724,16.022503695716107
SILVERDALE,sydney,40,1,6.084781577472076,26.768874044536986
SILVERDALE,sydney,40,2,1.5447154471544655,-4.826911852699197
SILVERDALE,sydney,40,3,8.00640512409927,36.07680254220701
SILVERDALE,sydney,40,4,-6.412157153446996,8.74275657928622
SILVERDALE,sydney,46,1,-9.090909090909092,16.891959472468795
SILVERDALE,sydney,46,2,5.600000000000005,3.356894054361156
SILVERDALE,sydney,46,3,-0.8333333333333304,2.3538653989651586
SILVERDALE,sydney,46,4,1.986249045072564,3.640345356850176
HEATHCOTE,sydney,28,1,1.623886851754852,15.686672253705568
HEATHCOTE,sydney,28,2,2.061855670103085,-0.7763387967422677
HEATHCOTE,sydney,28,3,16.161616161616156,0.6514317144917268
HEATHCOTE,sydney,28,4,2.1739130434782705,-1.576304872303493
HEATHCOTE,sydney,34,1,8.333333333333325,4.041738190855655
HEATHCOTE,sydney,34,2,-11.923076923076923,0.9264684006159786
HEATHCOTE,sydney,34,3,6.550218340611358,6.969369883865024
HEATHCOTE,sydney,34,4,-2.6639344262295084,1.1558960561124023
HEATHCOTE,sydney,40,1,-10.491179651661508,5.049544533724847
HEATHCOTE,sydney,40,2,-0.8333333333333304,-0.5444433762927341
HEATHCOTE,sydney,40,3,18.487394957983195,3.6023337396073725
HEATHCOTE,sydney,40,4,-4.432624113475181,-5.0228195909808795
HEATHCOTE,sydney,46,1,9.236641221374043,4.658817897073691
HEATHCOTE,sydney,46,2,-1.8169112508735097,-2.2025188503124706
HEATHCOTE,sydney,46,3,-3.91459074733096,6.083178702368835
HEATHCOTE,sydney,46,4,-1.851851851851849,-1.318860521783004
WEST PENNANT HILLS,sydney,28,1,5.021520803443336,-5.97983377374234
WEST PENNANT HILLS,sydney,28,2,15.901639344262296,4.905749839259792
WEST PENNANT HILLS,sydney,28,3,-0.990099009900991,-3.220953078838689
WEST PENNANT HILLS,sydney,28,4,7.261904761904758,6.490078969193711
WEST PENNANT HILLS,sydney,34,1,-7.889344262295084,7.282839745748621
WEST PENNANT HILLS,sydney,34,2,-8.787541713014457,5.605282221458417
WEST PENNANT HILLS,sydney,34,3,1.4634146341463428,-5.22742644154669
WEST PENNANT HILLS,sydney,34,4,20.192307692307686,1.4786835610724403
WEST PENNANT HILLS,sydney,40,1,0.4444444444444473,-9.024843449296746
WEST PENNANT HILLS,sydney,40,2,21.01769911504425,9.031474199911546
WEST PENNANT HILLS,sydney,40,3,-6.032906764168189,-9.858987093211558
WEST PENNANT HILLS,sydney,40,4,-4.669260700389099,9.764083400308348
WEST PENNANT HILLS,sydney,46,1,-0.8000000000000007,-3.8038363686561394
WEST PENNANT HILLS,sydney,46,2,5.945121951219523,3.414955672526069
WEST PENNANT HILLS,sydney,46,3,-16.510791366906474,-1.7529345266940388
WEST PENNANT HILLS,sydney,46,4,8.57389056441189,4.919940124980636
SOUTH PENRITH,sydney,28,1,8.695652173913038,-0.39888973587716814
SOUTH PENRITH,sydney,28,2,3.4482758620689724,-3.407524143047656
SOUTH PENRITH,sydney,28,3,5.833333333333335,-0.8519570394142308
SOUTH PENRITH,sydney,28,4,4.881889763779523,-0.22925084341657165
SOUTH PENRITH,sydney,34,1,-5.875952121871597,4.441073636915592
SOUTH PENRITH,sydney,34,2,-4.913294797687861,2.5331781335794723
SOUTH PENRITH,sydney,34,3,1.9756838905775176,1.6073170334270928
SOUTH PENRITH,sydney,34,4,-2.533532041728759,4.5457810428671905
SOUTH PENRITH,sydney,40,1,6.103286384976525,-1.9604386299624093
SOUTH PENRITH,sydney,40,2,1.382743362831862,-3.1944626317331
SOUTH PENRITH,sydney,40,3,6.382978723404253,-2.0336762250359053
SOUTH PENRITH,sydney,40,4,-1.538461538461533,1.271743513839243
SOUTH PENRITH,sydney,46,1,4.444444444444451,1.985104094811989
SOUTH PENRITH,sydney,46,2,8.037825059101644,0.8095285249634339
SOUTH PENRITH,sydney,46,3,1.5317286652078763,2.8728957647744595
SOUTH PENRITH,sydney,46,4,-1.7241379310344862,0.9743018603049668
CANTERBURY,sydney,28,1,-3.966005665722383,9.274742075573355
CANTERBURY,sydney,28,2,8.702064896755157,-3.1581643943771223
CANTERBURY,sydney,28,3,6.580732700135683,-5.83261757646757
CANTERBURY,sydney,28,4,-11.330362826225338,-0.31228323486175746
CANTERBURY,sydney,34,1,-0.7042253521126751,-4.406528268475413
CANTERBURY,sydney,34,2,-2.8368794326241176,5.478344485619053
CANTERBURY,sydney,34,3,-1.768175182481757,2.493330476299244
CANTERBURY,sydney,34,4,-0.4291947545505326,4.353904629961547
CANTERBURY,sydney,40,1,-20.58823529411765,0.5687977098005099
CANTERBURY,sydney,40,2,13.666666666666671,-6.505501158686636
CANTERBURY,sydney,40,3,-4.855001629195177,-6.120896537850493
CANTERBURY,sydney,40,4,2.7397260273972712,-11.205715770605508
CANTERBURY,sydney,46,1,-4.705882352941182,-3.000492267028329
CANTERBURY,sydney,46,2,9.876543209876544,-0.608517601135067
CANTERBURY,sydney,46,3,-12.35955056179775,1.8982134593453328
CANTERBURY,sydney,46,4,5.25641025641026,3.253318441335317
KILLARA,sydney,28,1,49.666652747465335,-18.181738675274826
KILLARA,sydney,28,2,-17.00512096062158,1.854877568370889
KILLARA,sydney,28,3,27.23404255319149,28.186623598938905
KILLARA,sydney,28,4,-8.544314381270901,-15.110396375186303
KILLARA,sydney,34,1,24.21441774491681,12.08808415470577
KILLARA,sydney,34,2,-57.14285714285714,-18.825860219093915
KILLARA,sydney,34,3,85.24305555555556,13.170577957422486
KILLARA,sydney,34,4,5.623242736644807,5.851961742529828
KILLARA,sydney,40,1,-29.29292929292929,35.04595786893805
KILLARA,sydney,40,2,-5.000000000000004,2.186357507089884
KILLARA,sydney,40,3,88.72180451127821,50.89926188016747
KILLARA,sydney,40,4,10.55776892430278,-5.171420212503211
KILLARA,sydney,46,1,-32.52128666035951,35.80571987993001
KILLARA,sydney,46,2,28.987031195233094,-14.058808006470796
KILLARA,sydney,46,3,82.33695652173914,9.794750131257853
KILLARA,sydney,46,4,-53.50223546944859,0.14025691152774478
CREMORNE,sydney,28,1,6.400000000000006,-17.01752618314406
CREMORNE,sydney,28,2,4.172932330827073,1.6110219099124192
CREMORNE,sydney,28,3,15.481775532298814,0.9491663213802708
CREMORNE,sydney,28,4,-6.25,4.485269803462244
CREMORNE,sydney,34,1,29.28571428571429,2.373673340385473
CREMORNE,sydney,34,2,-29.55801104972376,3.4349696235716696
CREMORNE,sydney,34,3,7.843137254901955,2.4770889465261066
CREMORNE,sydney,34,4,-3.6363636363636376,13.886431795871264
CREMORNE,sydney,40,1,-7.779411764705879,8.958693910291236
CREMORNE,sydney,40,2,-10.859512039547123,-1.2570038523805387
CREMORNE,sydney,40,3,10.196779964221816,8.998400505514436
CREMORNE,sydney,40,4,-6.655844155844159,2.7344643488958997
CREMORNE,sydney,46,1,-16.384180790960457,8.430980050629984
CREMORNE,sydney,46,2,6.824324324324316,1.9230042894356298
CREMORNE,sydney,46,3,-11.448450347881089,1.6365108453029213
CREMORNE,sydney,46,4,22.14285714285716,7.392803721309317
BILGOLA PLATEAU,sydney,28,1,41.12328767123288,7.163853388357212
BILGOLA PLATEAU,sydney,28,2,5.305651672433687,-1.0304205722629054
BILGOLA PLATEAU,sydney,28,3,0.4166666666666652,-1.8528953009293698
BILGOLA PLATEAU,sydney,28,4,7.987551867219911,4.106380962243332
BILGOLA PLATEAU,sydney,34,1,-8.5427135678392,9.364484759696452
BILGOLA PLATEAU,sydney,34,2,8.65306122448979,7.156695946666091
BILGOLA PLATEAU,sydney,34,3,3.182256509161041,-0.3906809150113416
BILGOLA PLATEAU,sydney,34,4,-10.280373831775702,11.647475423465329
PICNIC POINT,sydney,28,1,7.843137254901955,9.138153531345456
PICNIC POINT,sydney,28,2,5.909090909090908,4.467361638379708
PICNIC POINT,sydney,28,3,10.729613733905571,-6.124982693001156
PICNIC POINT,sydney,28,4,8.914728682170537,1.8406757980220378
PICNIC POINT,sydney,34,1,0.972972972972963,2.6981996355016586
PICNIC POINT,sydney,34,2,-3.640256959314781,3.6921308615646367
PICNIC POINT,sydney,34,3,-9.259259259259256,0.39838407651431806
PICNIC POINT,sydney,34,4,12.653061224489791,-0.16342288277311212
PICNIC POINT,sydney,40,1,20.8,-6.793316286684035
PICNIC POINT,sydney,40,2,4.304635761589415,5.72701266562743
PICNIC POINT,sydney,40,3,-1.5238095238095273,-9.904411670464004
PICNIC POINT,sydney,40,4,0.5802707930367523,3.9591746591988892
PICNIC POINT,sydney,46,1,0.3030303030302939,-1.5760952871714569
PICNIC POINT,sydney,46,2,8.791540785498487,1.991960557644501
PICNIC POINT,sydney,46,3,-3.9155790058317153,3.8543943635264952
PICNIC POINT,sydney,46,4,-1.7341040462427793,4.080598127228097
RIVERSTONE,sydney,28,1,9.35251798561152,1.6897778341250609
RIVERSTONE,sydney,28,2,0.6578947368421018,-3.3631999454331343
RIVERSTONE,sydney,28,3,9.80392156862746,6.261046301712362
RIVERSTONE,sydney,28,4,3.5702380952380874,0.6428832715179533
RIVERSTONE,sydney,34,1,0.5257894736842017,15.304217641044094
RIVERSTONE,sydney,34,2,3.403159178843862,4.4866342994386565
RIVERSTONE,sydney,34,3,-7.84763467156796,7.448340180857815
RIVERSTONE,sydney,34,4,-1.098901098901095,-5.282030428352092
RIVERSTONE,sydney,40,1,-8.350305498981669,1.414410653971172
RIVERSTONE,sydney,40,2,19.166666666666664,0.09946513463883608
RIVERSTONE,sydney,40,3,2.564102564102555,0.9663543243164208
RIVERSTONE,sydney,40,4,-5.909090909090908,0.4887405813860811
RIVERSTONE,sydney,46,1,23.953488372093013,5.661439165023282
RIVERSTONE,sydney,46,2,-4.081144465290809,0.3840390705621247
RIVERSTONE,sydney,46,3,-0.6841109247477939,3.866940562042225
RIVERSTONE,sydney,46,4,13.244707040866576,-3.9139124860573693
ELDERSLIE,sydney,28,1,5.299860529986056,2.188722852036331
ELDERSLIE,sydney,28,2,7.284768211920523,1.951799543251529
ELDERSLIE,sydney,28,3,4.938271604938271,-2.661435576381055
ELDERSLIE,sydney,28,4,12.941176470588234,-2.8060190165542087
ELDERSLIE,sydney,34,1,12.27272727272728,-0.25003143313836507
ELDERSLIE,sydney,34,2,-4.352226720647778,-1.9593479245214993
ELDERSLIE,sydney,34,3,4.761904761904767,3.0157003318873574
ELDERSLIE,sydney,34,4,-1.0101010101010055,-5.3737272020260765
ELDERSLIE,sydney,40,1,2.757697456492636,3.735693464072832
ELDERSLIE,sydney,40,2,3.439291297550806,6.680875276301983
ELDERSLIE,sydney,40,3,8.816120906801018,-0.25174391159705056
ELDERSLIE,sydney,40,4,-4.398148148148151,3.400909508409371
ELDERSLIE,sydney,46,1,3.661327231121292,2.047093621987714
ELDERSLIE,sydney,46,2,0.9050772626931548,-0.808499122065065
ELDERSLIE,sydney,46,3,5.447385692408657,2.807916558061554
ELDERSLIE,sydney,46,4,-3.734439834024894,-0.2522467723388315
MACQUARIE FIELDS,sydney,28,1,6.721311475409841,3.3495182887540365
MACQUARIE FIELDS,sydney,28,2,5.222734254992312,-2.7993918424883817
MACQUARIE FIELDS,sydney,28,3,-19.70802919708029,3.543082559831936
MACQUARIE FIELDS,sydney,28,4,14.090909090909086,-1.0090369285954532
MACQUARIE FIELDS,sydney,34,1,-3.688524590163933,2.6092884405494723
MACQUARIE FIELDS,sydney,34,2,7.801418439716312,0.006448919109424245
MACQUARIE FIELDS,sydney,34,3,-11.71052631578947,-0.05348329014638484
MACQUARIE FIELDS,sydney,34,4,3.576751117734722,2.3608007710348438
MACQUARIE FIELDS,sydney,40,1,-1.545672436751,-7.214634453009517
MACQUARIE FIELDS,sydney,40,2,9.21135202977581,-4.5775792271157645
MACQUARIE FIELDS,sydney,40,3,-0.8668730650154832,-2.6689936850732803
MACQUARIE FIELDS,sydney,40,4,-6.308557151780136,4.3505467973457135
MACQUARIE FIELDS,sydney,46,1,3.3132530120481896,0.5613011123200642
MACQUARIE FIELDS,sydney,46,2,3.440233236151613,0.7402993964275768
MACQUARIE FIELDS,sydney,46,3,-5.862457722660652,3.644105267768511
MACQUARIE FIELDS,sydney,46,4,16.467065868263475,0.8455856026118831
CASULA,sydney,28,1,8.680555555555557,4.979929661639362
CASULA,sydney,28,2,6.709265175718859,-10.206873802626543
CASULA,sydney,28,3,7.784431137724557,-1.1018979421330233
CASULA,sydney,28,4,2.055555555555566,0.7595438838365989
CASULA,sydney,34,1,-9.444444444444445,0.7448972714766797
CASULA,sydney,34,2,10.429447852760742,0.7775780550082096
CASULA,sydney,34,3,-3.3333333333333326,3.503478946114878
CASULA,sydney,34,4,-2.298850574712641,-3.702670560726115
CASULA,sydney,40,1,7.065217391304346,0.8198158245794835
CASULA,sydney,40,2,0.6091370558375608,-8.187202785193902
CASULA,sydney,40,3,-4.137235116044402,0.8477309910770241
CASULA,sydney,40,4,2.6842105263158,3.4413890851201634
CASULA,sydney,46,1,-13.242009132420096,0.5783669058570844
CASULA,sydney,46,2,24.210526315789483,3.5194910674165873
CASULA,sydney,46,3,5.508474576271194,5.262628066301746
CASULA,sydney,46,4,-2.008032128514059,-3.0699329286440546
GLEBE,sydney,28,1,-7.766666666666666,7.71628155740833
GLEBE,sydney,28,2,-4.589808456812428,19.1234552458943
GLEBE,sydney,28,3,23.484848484848484,-7.9239687902303615
GLEBE,sydney,28,4,5.828220858895716,5.542973024802155
GLEBE,sydney,34,1,-7.507002801120444,-7.424813423521847
GLEBE,sydney,34,2,-6.117504542701391,6.87670932624413
GLEBE,sydney,34,3,13.22580645161291,-12.063740427287783
GLEBE,sydney,34,4,-27.20797720797721,-6.548420054996491
GLEBE,sydney,40,1,19.26573426573426,-15.183294675364749
GLEBE,sydney,40,2,-11.404280269715628,24.457466748998563
GLEBE,sydney,40,3,-0.397088021178027,-3.3558521739448146
GLEBE,sydney,40,4,0.9966777408637828,0.031201292692255578
GLEBE,sydney,46,1,-11.525029103608851,-4.903554503045585
GLEBE,sydney,46,2,5.263157894736836,2.180404008311646
GLEBE,sydney,46,3,8.125000000000004,-5.0385080744908635
GLEBE,sydney,46,4,-23.988439306358377,-0.7982062644848096
BELROSE,sydney,28,1,13.05732484076434,-2.793452825241836
BELROSE,sydney,28,2,10.563380281690147,-0.6576803616967091
BELROSE,sydney,28,3,7.796178343949034,-7.934860376960341
BELROSE,sydney,28,4,15.339163318364443,29.38706345508714
BELROSE,sydney,34,1,-13.978494623655912,4.004216939003957
BELROSE,sydney,34,2,-14.639423076923077,15.710001128080119
BELROSE,sydney,34,3,11.940298507462677,5.210448304309271
BELROSE,sydney,34,4,1.132075471698113,5.590317169481583
BELROSE,sydney,40,1,-4.6054054054054046,3.967972674047431
BELROSE,sydney,40,2,-0.2719854941069854,0.09970049811367687
BELROSE,sydney,40,3,9.318363636363646,-13.485946044236414
BELROSE,sydney,40,4,-12.682057909259193,39.644752846828005
BELROSE,sydney,46,1,1.5184381778741818,-4.742194729677905
BELROSE,sydney,46,2,-1.7094017094017144,16.48543226203008
BELROSE,sydney,46,3,1.847826086956528,3.0831314908563883
BELROSE,sydney,46,4,-2.8815368196371427,0.2418853249893438
GLENBROOK,sydney,28,1,16.580526315789477,1.3331700478452064
GLENBROOK,sydney,28,2,-2.183416627916246,2.265065767741522
GLENBROOK,sydney,28,3,-8.461538461538465,2.9392964843459257
GLENBROOK,sydney,28,4,17.52100840336135,0.1098371333034116
GLENBROOK,sydney,34,1,3.2945736434108586,4.3228939524484185
GLENBROOK,sydney,34,2,-4.690431519699811,3.5306361330442564
GLENBROOK,sydney,34,3,12.254488188976389,0.6647231573492358
GLENBROOK,sydney,34,4,-12.319588785885838,1.0974462044548536
GLENBROOK,sydney,40,1,3.971756398940873,1.7277870912897626
GLENBROOK,sydney,40,2,8.353140916808144,2.9892108196178473
GLENBROOK,sydney,40,3,-21.96803509871513,-4.068634436385196
GLENBROOK,sydney,40,4,4.417670682730934,1.0556526871989949
SCHOFIELDS,sydney,28,1,-4.1683333333333294,-7.7399417223331675
SCHOFIELDS,sydney,28,2,23.480408354927903,-15.036313011131142
SCHOFIELDS,sydney,28,3,-9.014084507042252,-1.4943830338053008
SCHOFIELDS,sydney,28,4,4.41176470588236,-6.505745431571658
SCHOFIELDS,sydney,34,1,-25.624070300878763,5.008267858424514
SCHOFIELDS,sydney,34,2,0.8386554621848674,-15.906680862265539
SCHOFIELDS,sydney,34,3,49.16915281921366,18.913398037142354
SCHOFIELDS,sydney,34,4,4.748603351955305,-8.174990987111306
SCHOFIELDS,sydney,40,1,-30.440376569037653,40.34904218617838
SCHOFIELDS,sydney,40,2,37.896810478353046,1.2301872776407539
SCHOFIELDS,sydney,40,3,3.053435114503822,-1.415906572834503
SCHOFIELDS,sydney,40,4,15.343915343915349,15.769788392071082
SCHOFIELDS,sydney,46,1,-16.155747836835598,-1.0195012941826178
SCHOFIELDS,sydney,46,2,17.322834645669282,0.5734697330415486
SCHOFIELDS,sydney,46,3,-1.422818791946312,3.6057664063760484
SCHOFIELDS,sydney,46,4,1.0757080610021896,-2.9223160888177553
CARRAMAR,sydney,28,1,-24.623115577889443,-41.157528428989345
CARRAMAR,sydney,28,2,-9.066666666666666,-1.580688196982953
CARRAMAR,sydney,28,3,40.762463343108514,-33.45655877457833
CARRAMAR,sydney,28,4,-31.25,-1.7033742955313187
CARRAMAR,sydney,34,1,-4.1212121212121255,-8.268127803272034
CARRAMAR,sydney,34,2,17.825537294563844,-7.037462033716285
CARRAMAR,sydney,34,3,-8.798283261802576,13.327271429896246
CARRAMAR,sydney,34,4,42.352941176470594,-6.550634232965411
MERRYLANDS WEST,sydney,28,1,-9.03923575571477,-9.221176731625691
MERRYLANDS WEST,sydney,28,2,3.6599462741410127,4.375534722538957
MERRYLANDS WEST,sydney,28,3,13.552631578947372,-2.855184045972931
MERRYLANDS WEST,sydney,28,4,1.2166859791425289,5.039531594917711
MERRYLANDS WEST,sydney,34,1,0.5586592178770999,6.952204663488244
MERRYLANDS WEST,sydney,34,2,2.2222222222222143,2.6937426987280495
MERRYLANDS WEST,sydney,34,3,-22.28260869565217,1.9064816121635584
MERRYLANDS WEST,sydney,34,4,25.87412587412588,9.368851111153246
MERRYLANDS WEST,sydney,40,1,1.5030546774482234,1.0606714764417813
MERRYLANDS WEST,sydney,40,2,4.931794333683115,-2.3077512407538787
MERRYLANDS WEST,sydney,40,3,0.0,-6.719796787296723
MERRYLANDS WEST,sydney,40,4,-21.250000000000004,3.7953951353116926
MERRYLANDS WEST,sydney,46,1,100.04477686197116,-2.8990993696308056
MERRYLANDS WEST,sydney,46,2,0.7253886010362587,-1.142319328135859
MERRYLANDS WEST,sydney,46,3,3.086419753086412,-1.598550358162694
MERRYLANDS WEST,sydney,46,4,-36.32734530938124,2.8992373350797864
STRATHFIELD SOUTH,sydney,28,1,-29.07563025210084,66.68156208964301
STRATHFIELD SOUTH,sydney,28,2,-40.28436018957346,40.909605712988224
STRATHFIELD SOUTH,sydney,28,3,122.32285714285712,21.184858646527925
STRATHFIELD SOUTH,sydney,28,4,-8.398625194019282,16.830513527091792
STRATHFIELD SOUTH,sydney,34,1,-13.588235294117643,-11.198894749022006
STRATHFIELD SOUTH,sydney,34,2,-4.697072838665761,18.20138798041498
STRATHFIELD SOUTH,sydney,34,3,36.96428571428572,27.859730245942377
STRATHFIELD SOUTH,sydney,34,4,-64.27640156453715,14.49674235771764
BALGOWLAH,sydney,28,1,12.238805970149258,27.087097838678545
BALGOWLAH,sydney,28,2,-1.5957446808510634,-1.6184419070333966
BALGOWLAH,sydney,28,3,4.351351351351362,6.7760735720776495
BALGOWLAH,sydney,28,4,10.85211085211084,1.0201432552054683
BALGOWLAH,sydney,34,1,-8.695652173913048,15.759049294430849
BALGOWLAH,sydney,34,2,12.857142857142856,8.104085585168761
BALGOWLAH,sydney,34,3,-28.90295358649789,5.000579225972974
BALGOWLAH,sydney,34,4,-2.077151335311578,-13.669070230261719
BALGOWLAH,sydney,40,1,96.22641509433964,-17.83049012665526
BALGOWLAH,sydney,40,2,-20.961538461538463,-5.11254196966895
BALGOWLAH,sydney,40,3,-3.430656934306564,-8.700496514356615
BALGOWLAH,sydney,40,4,11.111111111111116,-7.618339954531075
BALGOWLAH,sydney,46,1,16.121495327102807,2.6628142800424612
BALGOWLAH,sydney,46,2,-3.521126760563376,3.575661569283188
BALGOWLAH,sydney,46,3,-18.561001042752867,12.325744585562443
BALGOWLAH,sydney,46,4,17.28553137003841,-8.230015049519032
STANHOPE GARDENS,sydney,28,1,14.59353574926543,10.364278250070683
STANHOPE GARDENS,sydney,28,2,15.897435897435908,3.002633895539326
STANHOPE GARDENS,sydney,28,3,-2.1755162241887893,-1.6489548042583952
STANHOPE GARDENS,sydney,28,4,-4.259329061439876,2.6278094668658993
STANHOPE GARDENS,sydney,34,1,-2.640845070422537,0.2656792279415239
STANHOPE GARDENS,sydney,34,2,-11.754068716094036,3.4360831858433376
STANHOPE GARDENS,sydney,34,3,3.073770491803285,-1.3782126893045454
STANHOPE GARDENS,sydney,34,4,5.367793240556651,5.5342891685952855
STANHOPE GARDENS,sydney,40,1,-8.505154639175261,-7.055489683691234
STANHOPE GARDENS,sydney,40,2,10.563380281690147,6.443010406516734
STANHOPE GARDENS,sydney,40,3,2.420382165605095,-3.145131602456077
STANHOPE GARDENS,sydney,40,4,-4.0733830845771095,0.3623552361183062
STANHOPE GARDENS,sydney,46,1,3.275862068965507,-1.439462851615585
STANHOPE GARDENS,sydney,46,2,7.6794657762938145,-0.8341329406368558
STANHOPE GARDENS,sydney,46,3,14.72868217054264,2.3320365834107815
STANHOPE GARDENS,sydney,46,4,-17.83783783783783,3.7829646775765164
EASTWOOD,sydney,28,1,-14.4340878828229,0.5097189983213468
EASTWOOD,sydney,28,2,29.6490818549642,5.14732178226151
EASTWOOD,sydney,28,3,3.855963990997746,-7.770325244800016
EASTWOOD,sydney,28,4,25.397284021958978,17.685220730416194
EASTWOOD,sydney,34,1,-6.128205128205133,-2.400025264315172
EASTWOOD,sydney,34,2,9.259765091505056,14.872122114219124
EASTWOOD,sydney,34,3,5.000000000000004,11.154459949866833
EASTWOOD,sydney,34,4,-34.97859523809523,9.13982361721244
EASTWOOD,sydney,40,1,10.000000000000009,16.455298675121313
EASTWOOD,sydney,40,2,-2.727272727272722,10.207943844511965
EASTWOOD,sydney,40,3,-3.2710280373831724,-13.434309759743577
EASTWOOD,sydney,40,4,4.637681159420293,24.732523105943656
EASTWOOD,sydney,46,1,-1.7619047619047643,-4.641131432534369
EASTWOOD,sydney,46,2,-12.7484246243335,13.971246105737325
EASTWOOD,sydney,46,3,22.500000000000007,1.0308981641297437
EASTWOOD,sydney,46,4,-30.49886621315193,-0.2359286537316656
ABBOTSFORD,sydney,28,1,14.06844106463878,-8.297095414576148
ABBOTSFORD,sydney,28,2,23.33333333333334,-5.420893018890354
ABBOTSFORD,sydney,28,3,10.594594594594597,7.435022905558542
ABBOTSFORD,sydney,28,4,1.9061583577712595,8.654961285910801
ABBOTSFORD,sydney,34,1,-29.411764705882348,6.634633058903557
ABBOTSFORD,sydney,34,2,5.208333333333326,17.26375165899721
ABBOTSFORD,sydney,34,3,37.82178217821781,-7.4477369787461765
ABBOTSFORD,sydney,34,4,3.4482758620689724,29.51669513775781
