suburb,postcode,region,quarter,quarter_of_year,n_sales,median_price,median_price_per_sqm,qoq_pct_change,lag_1_price,lag_2_price,lag_3_price,lag_4_price,lag_1_qoq_pct,lag_2_qoq_pct,lag_3_qoq_pct,lag_4_qoq_pct,rolling_mean_4q,rolling_std_4q,state_benchmark_growth,nsw_tvd_qoq_pct,missing_benchmark_flag,is_q1,is_q2,is_q3,is_q4,flag_covid_period,flag_rate_hike_period,n_outliers_excluded_candidate
ABBOTSBURY,2176.0,sydney,2020-01-01,1,10,980000.0,1436.9798113124111,10.859728506787336,884000.0,845000.0,811500.0,1270000.0,4.615384615384621,4.128157732593962,-36.102362204724415,18.830409356725152,952625.0,213647.44128275133,-3.8071065989847663,1.6573462367914793,0,1,0,0,0,1,0,0
ABBOTSBURY,2176.0,sydney,2020-04-01,2,6,1010000.0,1534.129914707718,3.0612244897959107,980000.0,884000.0,845000.0,811500.0,10.859728506787336,4.615384615384621,4.128157732593962,-36.102362204724415,880125.0,72877.03684975131,0.79155672823219,-0.4792548625728088,0,0,1,0,0,1,0,0
ABBOTSBURY,2176.0,sydney,2020-07-01,3,4,980000.0,1449.229093578736,-2.970297029702973,1010000.0,980000.0,884000.0,845000.0,3.0612244897959107,10.859728506787336,4.615384615384621,4.128157732593962,929750.0,77975.95783316811,-1.0471204188481686,3.5967895669679617,0,0,0,1,0,1,0,0
ABBOTSBURY,2176.0,sydney,2020-10-01,4,9,990000.0,1400.0,1.0204081632652962,980000.0,1010000.0,980000.0,884000.0,-2.970297029702973,3.0612244897959107,10.859728506787336,4.615384615384621,963500.0,54854.35260761,5.714285714285716,5.03473353125905,0,0,0,0,1,1,0,0
ABBOTSBURY,2176.0,sydney,2021-01-01,1,3,970000.0,1632.996632996633,-2.020202020202022,990000.0,980000.0,1010000.0,980000.0,1.0204081632652962,-2.970297029702973,3.0612244897959107,10.859728506787336,990000.0,14142.13562373131,5.305305305305308,6.418921478704576,0,1,0,0,0,1,0,0
ABBOTSBURY,2176.0,sydney,2021-04-01,2,7,1200000.0,1677.8122760926678,23.71134020618557,970000.0,990000.0,980000.0,1010000.0,-2.020202020202022,1.0204081632652962,-2.970297029702973,3.0612244897959107,987500.0,17078.251276599633,14.676806083650206,4.508915014301684,0,0,1,0,0,1,0,0
ABBOTSBURY,2176.0,sydney,2021-07-01,3,11,1197000.0,1985.4038812406704,-0.24999999999999467,1200000.0,970000.0,990000.0,980000.0,23.71134020618557,-2.020202020202022,1.0204081632652962,-2.970297029702973,1035000.0,110302.6140518287,7.75862068965516,10.607362997412917,0,0,0,1,0,1,0,0
ABBOTSBURY,2176.0,sydney,2021-10-01,4,13,1240000.0,1866.0031988626265,3.5923141186299024,1197000.0,1200000.0,970000.0,990000.0,-0.24999999999999467,23.71134020618557,-2.020202020202022,1.0204081632652962,1089250.0,126420.92390106955,4.615384615384621,5.692797631487245,0,0,0,0,1,1,0,0
ABBOTSBURY,2176.0,sydney,2022-01-01,1,10,1550000.0,2464.3928035982008,25.0,1240000.0,1197000.0,1200000.0,970000.0,3.5923141186299024,-0.24999999999999467,23.71134020618557,-2.020202020202022,1151750.0,122741.93795656541,-2.573529411764708,1.3048628606906476,0,1,0,0,0,0,0,0
ABBOTSBURY,2176.0,sydney,2022-04-01,2,8,1525000.0,2176.5983166751694,-1.6129032258064502,1550000.0,1240000.0,1197000.0,1200000.0,25.0,3.5923141186299024,-0.24999999999999467,23.71134020618557,1296750.0,169967.39883479624,1.8867924528301885,-2.185320105891231,0,0,1,0,0,0,1,0
ABBOTSBURY,2176.0,sydney,2022-07-01,3,9,1430000.0,2215.558887223055,-6.229508196721312,1525000.0,1550000.0,1240000.0,1197000.0,-1.6129032258064502,25.0,3.5923141186299024,-0.24999999999999467,1378000.0,185290.7624968571,-3.703703703703709,-4.301439206245917,0,0,0,1,0,0,1,0
ABBOTSBURY,2176.0,sydney,2022-10-01,4,12,1687500.0,2226.4482557642664,18.006993006993,1430000.0,1525000.0,1550000.0,1240000.0,-6.229508196721312,-1.6129032258064502,25.0,3.5923141186299024,1436250.0,140675.45391195072,0.0,0.093659962843029,0,0,0,0,1,0,1,0
ABBOTSBURY,2176.0,sydney,2023-01-01,1,10,1372500.0,2198.5841370810194,-18.666666666666664,1687500.0,1430000.0,1525000.0,1550000.0,18.006993006993,-6.229508196721312,-1.6129032258064502,25.0,1548125.0,106328.4024457562,-3.838461538461546,-0.0194414920225427,0,1,0,0,0,0,1,0
ABBOTSBURY,2176.0,sydney,2023-04-01,2,5,1451000.0,1916.7126309983453,5.719489981785064,1372500.0,1687500.0,1430000.0,1525000.0,-18.666666666666664,18.006993006993,-6.229508196721312,-1.6129032258064502,1503750.0,137696.82881848328,8.391328693704514,4.644893426083074,0,0,1,0,0,0,1,0
ABBOTSBURY,2176.0,sydney,2023-07-01,3,5,1637000.0,2376.942064759692,12.818745692625777,1451000.0,1372500.0,1687500.0,1430000.0,5.719489981785064,-18.666666666666664,18.006993006993,-6.229508196721312,1485250.0,138856.34063064374,1.1070110701107083,0.5098794458372247,0,0,0,1,0,0,1,0
ABBOTSBURY,2176.0,sydney,2023-10-01,4,12,1475000.0,2355.906962903409,-9.896151496640194,1637000.0,1451000.0,1372500.0,1687500.0,12.818745692625777,5.719489981785064,-18.666666666666664,18.006993006993,1537000.0,149562.1387027257,3.649635036496357,2.6265683259312445,0,0,0,0,1,0,1,0
ABBOTSBURY,2176.0,sydney,2024-01-01,1,8,1545000.0,2286.298624902528,4.745762711864399,1475000.0,1637000.0,1451000.0,1372500.0,-9.896151496640194,12.818745692625777,5.719489981785064,-18.666666666666664,1483875.0,111072.3300376832,-1.3380281690140827,1.090103381867058,0,1,0,0,0,0,0,0
ABBOTSBURY,2176.0,sydney,2024-04-01,2,6,1505000.0,2105.352714300243,-2.588996763754048,1545000.0,1475000.0,1637000.0,1451000.0,4.745762711864399,-9.896151496640194,12.818745692625777,5.719489981785064,1527000.0,83474.54701883697,3.80442541042112,1.812839603259353,0,0,1,0,0,0,0,0
ABBOTSBURY,2176.0,sydney,2024-07-01,3,9,1555000.0,2486.750917244191,3.322259136212624,1505000.0,1545000.0,1475000.0,1637000.0,-2.588996763754048,4.745762711864399,-9.896151496640194,12.818745692625777,1540500.0,70434.3666117615,-3.046139035962314,0.0267733927070246,0,0,0,1,0,0,0,0
ABBOTSBURY,2176.0,sydney,2024-10-01,4,4,1535000.0,2365.4018697865995,-1.2861736334405127,1555000.0,1505000.0,1545000.0,1475000.0,3.322259136212624,-2.588996763754048,4.745762711864399,-9.896151496640194,1520000.0,36968.455021365015,2.8368794326241176,2.248492047521644,0,0,0,0,1,0,0,0
